ENRICHMENT_ID,CALL_ID,SENTIMENT_SCORE,SENTIMENT_LABEL,CALL_SUMMARY,DISPOSITION_CLASS,FOLLOW_UP_ACTION,CUSTOMER_OBJECTIONS,APPOINTMENT_DATE_EXTRACTED,MODEL_VERSION,PROCESSED_AT,CREATED_AT
ENR007259,CALL007259,0.72,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,Too expensive,,cortex-llm-v1.2,2024-01-07 12:29:33,2024-01-07 12:10:33
ENR007260,CALL007260,0.211,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Already have a mechanic,,cortex-llm-v1.2,2024-01-12 10:34:07,2024-01-12 10:26:07
ENR007261,CALL007261,0.28,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Not ready to commit,,cortex-llm-v1.2,2024-01-27 15:58:43,2024-01-27 15:43:43
ENR007262,CALL007262,0.073,neutral,Agent discussed lease maturity options with the customer regarding their 2019 Toyota and scheduled a sales consultation on January 19.,sales_appointment,Escalate to service manager,,,cortex-llm-v1.2,2024-01-13 15:13:57,2024-01-13 14:54:57
ENR007263,CALL007263,0.583,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,Too busy right now,,cortex-llm-v1.2,2024-01-24 17:46:20,2024-01-24 17:42:20
ENR007264,CALL007264,0.003,neutral,Agent successfully scheduled a Warranty Repair appointment for the customer's 2021 BMW Camry on January 19.,service_appointment,Escalate to service manager,,2024-01-19,cortex-llm-v1.2,2024-01-13 15:22:40,2024-01-13 15:03:40
ENR007265,CALL007265,0.365,positive,Agent discussed lease maturity options with the customer regarding their 2021 Ford and scheduled a sales consultation on February 09.,sales_appointment,Send appointment confirmation text,,2024-02-09,cortex-llm-v1.2,2024-01-30 11:01:22,2024-01-30 10:46:22
ENR007266,CALL007266,0.145,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-07 15:11:21,2024-01-07 15:02:21
ENR007267,CALL007267,0.475,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-23 18:38:33,2024-01-23 18:25:33
ENR007268,CALL007268,0.68,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Add to retention campaign,Not ready to commit,,cortex-llm-v1.2,2024-01-02 13:24:28,2024-01-02 13:18:28
ENR007269,CALL007269,-0.204,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Too expensive,,cortex-llm-v1.2,2024-01-15 10:39:43,2024-01-15 10:12:43
ENR007270,CALL007270,0.005,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,Just had service done,,cortex-llm-v1.2,2024-01-15 16:06:07,2024-01-15 15:41:07
ENR007271,CALL007271,0.312,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-08 18:13:46,2024-01-08 17:47:46
ENR007272,CALL007272,0.014,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-15 16:05:49,2024-01-15 15:39:49
ENR007273,CALL007273,0.414,positive,Agent notified the customer of an open safety recall on their 2019 BMW F-150 and scheduled a free recall repair on January 09.,service_appointment,Send service coupon via email,,2024-01-09,cortex-llm-v1.2,2024-01-02 18:46:11,2024-01-02 18:30:11
ENR007274,CALL007274,-0.069,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-09 15:29:35,2024-01-09 15:12:35
ENR007275,CALL007275,0.325,positive,Agent notified the customer of an open safety recall on their 2020 Toyota Accord and scheduled a free recall repair on February 03.,service_appointment,Send recall information via email,,2024-02-03,cortex-llm-v1.2,2024-01-26 16:15:00,2024-01-26 15:49:00
ENR007276,CALL007276,0.187,neutral,Agent successfully scheduled a Cabin Filter Replacement appointment for the customer's 2022 Ford 3 Series on January 26.,service_appointment,Schedule follow-up call for next week,,2024-01-26,cortex-llm-v1.2,2024-01-16 16:59:32,2024-01-16 16:43:32
ENR007277,CALL007277,0.259,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Escalate to service manager,,2024-01-08,cortex-llm-v1.2,2024-01-03 20:05:45,2024-01-03 19:43:45
ENR007278,CALL007278,0.081,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too expensive,,cortex-llm-v1.2,2024-01-15 10:47:44,2024-01-15 10:46:44
ENR007279,CALL007279,0.343,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Not ready to commit,,cortex-llm-v1.2,2024-01-22 11:08:34,2024-01-22 10:58:34
ENR007280,CALL007280,0.29,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too expensive,,cortex-llm-v1.2,2024-01-29 11:35:14,2024-01-29 11:34:14
ENR007281,CALL007281,0.347,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send recall information via email,,2024-02-04,cortex-llm-v1.2,2024-01-30 15:11:19,2024-01-30 15:04:19
ENR007282,CALL007282,0.145,neutral,Agent notified the customer of an open safety recall on their 2022 Toyota F-150 and scheduled a free recall repair on February 07.,service_appointment,Send service coupon via email,,2024-02-07,cortex-llm-v1.2,2024-01-29 12:26:58,2024-01-29 11:57:58
ENR007283,CALL007283,0.07,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-03 10:59:51,2024-01-03 10:30:51
ENR007284,CALL007284,-0.274,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-21 14:47:32,2024-01-21 14:18:32
ENR007285,CALL007285,0.691,positive,Agent successfully scheduled a Wiper Blade Replacement appointment for the customer's 2020 Toyota Accord on January 26.,service_appointment,Transfer to sales team,,,cortex-llm-v1.2,2024-01-16 13:30:41,2024-01-16 13:25:41
ENR007286,CALL007286,0.624,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-25 08:23:17,2024-01-25 08:16:17
ENR007287,CALL007287,0.214,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-11 14:17:41,2024-01-11 14:04:41
ENR007288,CALL007288,0.368,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-11 16:26:58,2024-01-11 16:17:58
ENR007289,CALL007289,0.312,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Just had service done,,cortex-llm-v1.2,2024-01-13 15:21:02,2024-01-13 15:16:02
ENR007290,CALL007290,0.609,positive,Agent successfully scheduled a Wheel Alignment appointment for the customer's 2020 Honda F-150 on February 05.,service_appointment,Schedule follow-up call for next week,,2024-02-05,cortex-llm-v1.2,2024-01-26 16:40:10,2024-01-26 16:17:10
ENR007291,CALL007291,0.287,neutral,Agent successfully scheduled a Multi-Point Inspection appointment for the customer's 2021 BMW F-150 on January 23.,service_appointment,Schedule follow-up call for next week,,2024-01-23,cortex-llm-v1.2,2024-01-14 10:32:42,2024-01-14 10:09:42
ENR007292,CALL007292,0.381,positive,Agent discussed lease maturity options with the customer regarding their 2022 Ford and scheduled a sales consultation on January 09.,sales_appointment,Mark as do-not-call and update CRM,,2024-01-09,cortex-llm-v1.2,2024-01-05 10:06:15,2024-01-05 09:49:15
ENR007293,CALL007293,0.638,positive,Agent reminded the customer about their overdue oil change for their 2021 Toyota F-150 and scheduled service on January 25.,service_appointment,Send service coupon via email,,2024-01-25,cortex-llm-v1.2,2024-01-22 11:18:12,2024-01-22 11:06:12
ENR007294,CALL007294,0.046,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Too busy right now,,cortex-llm-v1.2,2024-01-01 12:56:09,2024-01-01 12:54:09
ENR007295,CALL007295,-0.122,neutral,Agent discussed lease maturity options with the customer regarding their 2019 Chevrolet and scheduled a sales consultation on January 12.,sales_appointment,Escalate to service manager,,2024-01-12,cortex-llm-v1.2,2024-01-05 16:32:28,2024-01-05 16:27:28
ENR007296,CALL007296,0.134,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-14 10:45:22,2024-01-14 10:25:22
ENR007297,CALL007297,0.187,neutral,Agent discussed lease maturity options with the customer regarding their 2022 BMW and scheduled a sales consultation on January 31.,sales_appointment,Send service coupon via email,,2024-01-31,cortex-llm-v1.2,2024-01-26 10:41:29,2024-01-26 10:25:29
ENR007298,CALL007298,0.57,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-28 08:08:39,2024-01-28 07:46:39
ENR007299,CALL007299,0.583,positive,Agent discussed lease maturity options with the customer regarding their 2022 Chevrolet and scheduled a sales consultation on January 30.,sales_appointment,Schedule follow-up call for next week,,2024-01-30,cortex-llm-v1.2,2024-01-23 09:36:45,2024-01-23 09:23:45
ENR007300,CALL007300,-0.287,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Schedule follow-up call for next week,Too busy right now,,cortex-llm-v1.2,2024-01-09 12:31:51,2024-01-09 12:21:51
ENR007301,CALL007301,0.291,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Mark as do-not-call and update CRM,,2024-01-30,cortex-llm-v1.2,2024-01-27 10:45:15,2024-01-27 10:17:15
ENR007302,CALL007302,-0.025,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Too busy right now,,cortex-llm-v1.2,2024-01-01 09:42:32,2024-01-01 09:40:32
ENR007303,CALL007303,0.388,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Just had service done,,cortex-llm-v1.2,2024-01-18 11:58:57,2024-01-18 11:32:57
ENR007304,CALL007304,0.242,neutral,Agent discussed lease maturity options with the customer regarding their 2022 Ford and scheduled a sales consultation on January 16.,sales_appointment,Transfer to sales team,,2024-01-16,cortex-llm-v1.2,2024-01-08 13:40:55,2024-01-08 13:10:55
ENR007305,CALL007305,0.035,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Not ready to commit,,cortex-llm-v1.2,2024-01-24 15:30:06,2024-01-24 15:07:06
ENR007306,CALL007306,0.018,neutral,Agent successfully scheduled a Transmission Service appointment for the customer's 2022 BMW Equinox on January 13.,service_appointment,Escalate to service manager,,2024-01-13,cortex-llm-v1.2,2024-01-05 10:11:23,2024-01-05 10:02:23
ENR007307,CALL007307,-0.056,neutral,Agent successfully scheduled a Transmission Service appointment for the customer's 2020 Ford F-150 on January 20.,service_appointment,Add to retention campaign,Too busy right now,,cortex-llm-v1.2,2024-01-10 15:30:03,2024-01-10 15:13:03
ENR007308,CALL007308,0.053,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-20 11:00:02,2024-01-20 10:50:02
ENR007309,CALL007309,0.409,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too expensive,,cortex-llm-v1.2,2024-01-05 12:56:33,2024-01-05 12:33:33
ENR007310,CALL007310,0.51,positive,Agent successfully scheduled a Brake Inspection appointment for the customer's 2022 Chevrolet 3 Series on January 09.,service_appointment,Schedule follow-up call for next week,,2024-01-09,cortex-llm-v1.2,2024-01-01 15:24:14,2024-01-01 15:06:14
ENR007311,CALL007311,0.265,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send recall information via email,,2024-01-15,cortex-llm-v1.2,2024-01-06 16:15:23,2024-01-06 16:00:23
ENR007312,CALL007312,0.115,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Schedule follow-up call for next week,,2024-01-28,cortex-llm-v1.2,2024-01-23 13:32:26,2024-01-23 13:09:26
ENR007313,CALL007313,-0.166,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-04 19:58:40,2024-01-04 19:44:40
ENR007314,CALL007314,0.035,neutral,Agent notified the customer of an open safety recall on their 2020 Ford 3 Series and scheduled a free recall repair on January 23.,service_appointment,Schedule follow-up call for next week,,2024-01-23,cortex-llm-v1.2,2024-01-14 12:50:45,2024-01-14 12:42:45
ENR007315,CALL007315,0.117,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send recall information via email,,2024-01-23,cortex-llm-v1.2,2024-01-20 15:22:45,2024-01-20 15:00:45
ENR007316,CALL007316,0.558,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Escalate to service manager,,2024-01-09,cortex-llm-v1.2,2024-01-06 15:11:39,2024-01-06 14:53:39
ENR007317,CALL007317,0.144,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,No follow-up needed — appointment confirmed,Just had service done,,cortex-llm-v1.2,2024-01-27 09:56:52,2024-01-27 09:41:52
ENR007318,CALL007318,-0.029,neutral,Agent reminded the customer about their overdue oil change for their 2022 Honda Accord and scheduled service on January 11.,service_appointment,Send recall information via email,,,cortex-llm-v1.2,2024-01-09 13:27:58,2024-01-09 13:17:58
ENR007319,CALL007319,0.746,positive,Agent notified the customer of an open safety recall on their 2020 BMW F-150 and scheduled a free recall repair on January 18.,service_appointment,Send appointment confirmation text,,2024-01-18,cortex-llm-v1.2,2024-01-08 15:50:07,2024-01-08 15:44:07
ENR007320,CALL007320,-0.103,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-07 10:23:10,2024-01-07 09:54:10
ENR007321,CALL007321,0.406,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Already have a mechanic,,cortex-llm-v1.2,2024-01-11 09:35:12,2024-01-11 09:11:12
ENR007322,CALL007322,-0.053,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Transfer to sales team,Already have a mechanic,,cortex-llm-v1.2,2024-01-14 10:46:37,2024-01-14 10:20:37
ENR007323,CALL007323,0.596,positive,Agent successfully scheduled a Wheel Alignment appointment for the customer's 2020 Toyota Accord on January 13.,service_appointment,Schedule follow-up call for next week,,2024-01-13,cortex-llm-v1.2,2024-01-06 15:47:29,2024-01-06 15:27:29
ENR007324,CALL007324,0.184,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-11 14:37:31,2024-01-11 14:22:31
ENR007325,CALL007325,0.572,positive,Agent successfully scheduled a Wiper Blade Replacement appointment for the customer's 2020 Ford 3 Series on January 30.,service_appointment,Send recall information via email,,2024-01-30,cortex-llm-v1.2,2024-01-27 15:59:42,2024-01-27 15:34:42
ENR007326,CALL007326,0.069,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Too busy right now,,cortex-llm-v1.2,2024-01-16 11:34:14,2024-01-16 11:14:14
ENR007327,CALL007327,0.747,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send service coupon via email,,,cortex-llm-v1.2,2024-01-27 15:21:46,2024-01-27 15:17:46
ENR007328,CALL007328,-0.006,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-11 11:25:50,2024-01-11 11:19:50
ENR007329,CALL007329,-0.041,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Too expensive,,cortex-llm-v1.2,2024-01-06 14:43:38,2024-01-06 14:40:38
ENR007330,CALL007330,0.054,neutral,Agent notified the customer of an open safety recall on their 2020 Toyota Camry and scheduled a free recall repair on January 09.,service_appointment,Escalate to service manager,,,cortex-llm-v1.2,2024-01-05 13:18:41,2024-01-05 13:17:41
ENR007331,CALL007331,-0.063,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Too busy right now,,cortex-llm-v1.2,2024-01-22 11:14:08,2024-01-22 10:55:08
ENR007332,CALL007332,0.404,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-22 10:15:15,2024-01-22 10:00:15
ENR007333,CALL007333,0.342,positive,Agent notified the customer of an open safety recall on their 2021 Ford Accord and scheduled a free recall repair on January 25.,service_appointment,Send appointment confirmation text,Too expensive,,cortex-llm-v1.2,2024-01-16 15:24:12,2024-01-16 15:02:12
ENR007334,CALL007334,0.24,neutral,Agent discussed lease maturity options with the customer regarding their 2020 Toyota and scheduled a sales consultation on January 16.,sales_appointment,Schedule follow-up call for next week,,2024-01-16,cortex-llm-v1.2,2024-01-15 15:40:07,2024-01-15 15:35:07
ENR007335,CALL007335,0.144,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Too busy right now,,cortex-llm-v1.2,2024-01-01 16:10:36,2024-01-01 15:40:36
ENR007336,CALL007336,-0.185,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,Just had service done,,cortex-llm-v1.2,2024-01-10 08:24:27,2024-01-10 08:18:27
ENR007337,CALL007337,0.303,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Just had service done,,cortex-llm-v1.2,2024-01-15 11:02:52,2024-01-15 10:49:52
ENR007338,CALL007338,0.296,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send recall information via email,Not ready to commit,,cortex-llm-v1.2,2024-01-15 08:07:24,2024-01-15 08:05:24
ENR007339,CALL007339,0.047,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Too expensive,,cortex-llm-v1.2,2024-01-13 14:40:31,2024-01-13 14:25:31
ENR007340,CALL007340,0.778,positive,Agent notified the customer of an open safety recall on their 2019 Toyota 3 Series and scheduled a free recall repair on January 30.,service_appointment,Send recall information via email,,2024-01-30,cortex-llm-v1.2,2024-01-21 16:41:31,2024-01-21 16:23:31
ENR007341,CALL007341,0.62,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-24 16:10:17,2024-01-24 15:58:17
ENR007342,CALL007342,-0.177,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,,,cortex-llm-v1.2,2024-01-15 09:45:31,2024-01-15 09:20:31
ENR007343,CALL007343,0.295,neutral,Agent reminded the customer about their overdue oil change for their 2019 Chevrolet 3 Series and scheduled service on January 19.,service_appointment,Log callback for 2 weeks,,2024-01-19,cortex-llm-v1.2,2024-01-18 14:11:30,2024-01-18 14:03:30
ENR007344,CALL007344,0.512,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-12 10:42:04,2024-01-12 10:36:04
ENR007345,CALL007345,0.383,positive,Agent discussed lease maturity options with the customer regarding their 2019 Toyota and scheduled a sales consultation on January 19.,sales_appointment,Send appointment confirmation text,Too busy right now,,cortex-llm-v1.2,2024-01-16 10:32:31,2024-01-16 10:18:31
ENR007346,CALL007346,0.642,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-15 11:28:53,2024-01-15 11:06:53
ENR007347,CALL007347,0.503,positive,Agent discussed lease maturity options with the customer regarding their 2021 Ford and scheduled a sales consultation on January 30.,sales_appointment,Send recall information via email,,2024-01-30,cortex-llm-v1.2,2024-01-27 15:40:38,2024-01-27 15:21:38
ENR007348,CALL007348,-0.273,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Not ready to commit,,cortex-llm-v1.2,2024-01-29 16:29:02,2024-01-29 16:07:02
ENR007349,CALL007349,0.267,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Just had service done,,cortex-llm-v1.2,2024-01-25 11:24:51,2024-01-25 11:17:51
ENR007350,CALL007350,0.667,positive,Agent notified the customer of an open safety recall on their 2022 Chevrolet Camry and scheduled a free recall repair on February 02.,service_appointment,Log callback for 2 weeks,,2024-02-02,cortex-llm-v1.2,2024-01-25 16:02:03,2024-01-25 15:40:03
ENR007351,CALL007351,0.351,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-29 16:51:53,2024-01-29 16:38:53
ENR007352,CALL007352,-0.012,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-04 14:45:26,2024-01-04 14:33:26
ENR007353,CALL007353,0.458,positive,Agent successfully scheduled a Warranty Repair appointment for the customer's 2021 Honda Equinox on January 27.,service_appointment,Mark as do-not-call and update CRM,,2024-01-27,cortex-llm-v1.2,2024-01-25 09:07:28,2024-01-25 08:40:28
ENR007354,CALL007354,0.392,positive,Agent notified the customer of an open safety recall on their 2021 Toyota F-150 and scheduled a free recall repair on January 28.,service_appointment,Add to retention campaign,,2024-01-28,cortex-llm-v1.2,2024-01-21 11:52:51,2024-01-21 11:38:51
ENR007355,CALL007355,0.056,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-29 16:16:25,2024-01-29 15:55:25
ENR007356,CALL007356,0.035,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send service coupon via email,Too busy right now,,cortex-llm-v1.2,2024-01-13 15:44:42,2024-01-13 15:25:42
ENR007357,CALL007357,0.337,positive,Agent discussed lease maturity options with the customer regarding their 2021 Ford and scheduled a sales consultation on January 24.,sales_appointment,Send service coupon via email,,2024-01-24,cortex-llm-v1.2,2024-01-17 15:34:55,2024-01-17 15:10:55
ENR007358,CALL007358,0.023,neutral,Agent successfully scheduled a Wheel Alignment appointment for the customer's 2021 Chevrolet Camry on January 25.,service_appointment,Send appointment confirmation text,,2024-01-25,cortex-llm-v1.2,2024-01-19 12:17:53,2024-01-19 11:50:53
ENR007359,CALL007359,0.17,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-27 10:23:46,2024-01-27 10:11:46
ENR007360,CALL007360,0.355,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send appointment confirmation text,,2024-02-03,cortex-llm-v1.2,2024-01-24 13:56:17,2024-01-24 13:36:17
ENR007361,CALL007361,-0.02,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-13 15:34:00,2024-01-13 15:33:00
ENR007362,CALL007362,0.239,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Just had service done,,cortex-llm-v1.2,2024-01-26 16:08:56,2024-01-26 15:46:56
ENR007363,CALL007363,0.371,positive,Agent reminded the customer about their overdue oil change for their 2020 Toyota Equinox and scheduled service on January 28.,service_appointment,No follow-up needed — appointment confirmed,,2024-01-28,cortex-llm-v1.2,2024-01-22 15:33:58,2024-01-22 15:18:58
ENR007364,CALL007364,-0.271,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Too busy right now,,cortex-llm-v1.2,2024-01-16 12:44:05,2024-01-16 12:23:05
ENR007365,CALL007365,0.078,neutral,Agent successfully scheduled a Wheel Alignment appointment for the customer's 2019 Ford 3 Series on January 20.,service_appointment,Transfer to sales team,,,cortex-llm-v1.2,2024-01-19 10:27:36,2024-01-19 10:05:36
ENR007366,CALL007366,0.035,neutral,Agent successfully scheduled a Tire Purchase appointment for the customer's 2022 Honda Camry on January 23.,service_appointment,Escalate to service manager,,2024-01-23,cortex-llm-v1.2,2024-01-14 11:31:51,2024-01-14 11:09:51
ENR007367,CALL007367,0.756,positive,Agent notified the customer of an open safety recall on their 2019 Toyota Camry and scheduled a free recall repair on January 17.,service_appointment,Escalate to service manager,,2024-01-17,cortex-llm-v1.2,2024-01-10 12:36:42,2024-01-10 12:23:42
ENR007368,CALL007368,-0.036,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-08 09:58:05,2024-01-08 09:28:05
ENR007369,CALL007369,0.278,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Already have a mechanic,,cortex-llm-v1.2,2024-01-29 08:30:35,2024-01-29 08:25:35
ENR007370,CALL007370,0.08,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-03 16:52:39,2024-01-03 16:32:39
ENR007371,CALL007371,0.016,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-16 10:50:03,2024-01-16 10:49:03
ENR007372,CALL007372,-0.033,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,,,cortex-llm-v1.2,2024-01-24 12:04:32,2024-01-24 11:41:32
ENR007373,CALL007373,0.782,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-23 11:24:59,2024-01-23 10:54:59
ENR007374,CALL007374,0.298,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,No follow-up needed — appointment confirmed,Too busy right now,,cortex-llm-v1.2,2024-01-28 10:39:38,2024-01-28 10:15:38
ENR007375,CALL007375,0.092,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too busy right now,,cortex-llm-v1.2,2024-01-11 11:11:24,2024-01-11 10:59:24
ENR007376,CALL007376,0.084,neutral,Agent successfully scheduled a Coolant Flush appointment for the customer's 2020 Honda 3 Series on February 07.,service_appointment,Transfer to sales team,Not ready to commit,,cortex-llm-v1.2,2024-01-29 10:50:37,2024-01-29 10:39:37
ENR007377,CALL007377,0.335,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-01 14:35:20,2024-01-01 14:32:20
ENR007378,CALL007378,0.193,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,Too busy right now,,cortex-llm-v1.2,2024-01-08 17:18:25,2024-01-08 16:50:25
